ID,Name,Region Name,Year,Cons. A*-C %,Cons. KS4 Avg Att. 8,Cons. % Outstanding (Secondary),Cons. % Good (Secondary),Cons. % In need of Improvement (Secondary),Cons. % Inadequate (Secondary),Cons. % Outstanding (Primary),Cons. % Good (Primary),Cons. % In need of Improvement (Primary),Cons. % Inadequate (Primary),Cons. Average Progress 8,
E14001046,Witney,South East,2017,0.728,49.4,0.14,0.86,0.00,0.00,0.18,0.71,0.08,0.02,0,
E14001047,Woking,South East,2017,0.733,50.9,0.25,0.75,0.00,0.00,0.22,0.70,0.07,0.00,0.29,
E14001048,Wokingham,South East,2017,0.772,52.0,0.14,0.71,0.14,0.00,0.17,0.74,0.06,0.03,0.26,
E14001049,Wolverhampton North East,West Midlands,2017,0.518,42.6,0.14,0.43,0.29,0.14,0.11,0.78,0.04,0.07,-0.29,
E14001050,Wolverhampton South East,West Midlands,2017,0.529,41.3,0.20,0.60,0.20,0.00,0.12,0.62,0.15,0.12,-0.06,
E14001051,Wolverhampton South West,West Midlands,2017,0.657,48.7,0.17,0.50,0.17,0.17,0.04,0.70,0.26,0.00,0.03,
E14001052,Worcester,West Midlands,2017,0.685,47.9,0.00,0.80,0.00,0.20,0.10,0.76,0.05,0.10,0.04,
E14001053,Workington,North West,2017,0.648,44.1,0.00,0.50,0.50,0.00,0.20,0.73,0.04,0.02,-0.26,
E14001054,Worsley and Eccles South,North West,2017,0.561,43.3,0.20,0.40,0.20,0.20,0.22,0.70,0.08,0.00,-0.29,
E14001055,Worthing West,South East,2017,0.614,43.2,0.00,1.00,0.00,0.00,0.15,0.65,0.15,0.05,-0.2,
E14001056,Wycombe,South East,2017,0.625,54.1,0.43,0.43,0.14,0.00,0.10,0.79,0.03,0.07,0,
E14001057,Wyre and Preston North,North West,2017,0.698,48.1,0.44,0.22,0.33,0.00,0.39,0.56,0.05,0.00,-0.05,
E14001058,Wyre Forest,West Midlands,2017,0.590,43.5,0.17,0.67,0.00,0.17,0.07,0.56,0.22,0.15,-0.21,
E14001059,Wythenshawe and Sale East,North West,2017,0.548,45.3,0.17,0.50,0.17,0.17,0.25,0.71,0.00,0.04,-0.3,
E14001060,Yeovil,South West,2017,0.613,43.9,0.13,0.75,0.13,0.00,0.25,0.65,0.08,0.03,-0.2,
E14001061,York Central,Yorkshire and The Humber,2017,0.633,46.7,0.50,0.25,0.00,0.25,0.13,0.75,0.08,0.04,-0.03,
E14001062,York Outer,Yorkshire and The Humber,2017,0.731,51.3,0.60,0.20,0.00,0.20,0.27,0.69,0.00,0.04,,
